edgeId,sourceContract,sourceSemanticUnit,sourceLocation,referenceKind,requiredness,targetContract,targetSemanticUnit,targetLocation,targetSemanticKind,targetLifecycleAvailability,resolutionStatus,reason,occurrenceCount
E01-206,C10,c10.field.206 (PerceptionResultCommon.ruleSetVersion),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.206,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-207,C10,c10.field.207 (PerceptionResultCommon.contractBundleReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.207,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-208,C10,c10.field.208 (PerceptionResultCommon.vocabularyVersion),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.208,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-209,C10,c10.field.209 (PerceptionResultCommon.providerConfigurationVersionReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.209,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-210,C10,c10.field.210 (PerceptionResultCommon.sealedAt),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.210,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-211,C10,c10.field.211 (PerceptionResultCommon.sealIntegrityReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.211,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-212,C10,c10.field.212 (PerceptionResultCommon.predecessorResultReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.212,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-213,C10,c10.field.213 (PerceptionResultCommon.resultId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.213,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-214,C10,c10.field.214 (PerceptionResultCommon.resultRevisionId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.214,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-220,C10,c10.field.220 (SceneResult.scene),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.220,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-221,C10,c10.field.221 (SceneResult.completeness),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.221,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-222,C10,c10.field.222 (SceneResult.evidenceArtifactReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.222,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-230,C10,c10.field.230 (InsufficientEvidenceResult.reasonCategory),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.230,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-231,C10,c10.field.231 (InsufficientEvidenceResult.recommendedNextAction),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.231,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-240,C10,c10.field.240 (FailureResult.technicalReasonCategory),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.240,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-241,C10,c10.field.241 (FailureResult.retryability),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.241,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-250,C10,c10.field.250 (RejectedResult.contractViolations),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.250,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-251,C10,c10.field.251 (RejectedResult.inputSetId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.251,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-252,C10,c10.field.252 (RejectedResult.rejectionStage),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.252,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-253,C10,c10.field.253 (RejectedResult.rejectionContextReference),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.253,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-260,C10,c10.field.260 (PerceptionOperationDiagnostics.diagnosticsId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.260,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-261,C10,c10.field.261 (PerceptionOperationDiagnostics.operationId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.261,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-262,C10,c10.field.262 (PerceptionOperationDiagnostics.roomCaseId),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.262,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-263,C10,c10.field.263 (PerceptionOperationDiagnostics.stageEvents),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.263,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-264,C10,c10.field.264 (StageEvent.stageIdentity),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.264,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-265,C10,c10.field.265 (StageEvent.status),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.265,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-266,C10,c10.field.266 (StageEvent.startedAt),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.266,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-267,C10,c10.field.267 (StageEvent.completedAt),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.267,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
E01-268,C10,c10.field.268 (StageEvent.failureCode),sec7-master-field-inventory,field-bound validation pairing,required,C10,c10.validation.268,sec9-field-bound-validation-registry,validation rule,runtime,RESOLVED,Direct table lookup: field row and validation row share identical numeric ID; validation Target column matches field Construct,1
